[18/Jul/2024:02:39:44 +0000] - 502, 502 502 - GET http localhost "/" [Client 127.0.0.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:24:51 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:24:51 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:24:52 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:24:52 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:24:53 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:24:53 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:24:54 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:24:54 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:25:22 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:25:22 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:25:25 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:25:25 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:25:27 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:25:28 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:25:28 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:25:28 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:25:29 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:25:29 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:25:36 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:25:36 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:25:39 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:25:39 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:26:31 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:26:31 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:26:31 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:26:31 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:26:32 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:26:32 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:26:32 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:26:32 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:26:55 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:26:56 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:31:04 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:31:05 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:31:46 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:31:47 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:31:48 +0000] - 502 502 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:31:49 +0000] - 502 502 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:31:53 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:31:53 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:31:55 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:31:55 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:14 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:14 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:24 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:24 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:25 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:25 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:25 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:25 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:25 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:26 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:26 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:26 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:32:26 +0000] - 502 502 - GET http localhost "/" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:32:26 +0000] - 502 502 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:38 +0000] - 200 200 - GET http 127.0.0.1 "/" [Client 192.168.65.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:34:38 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/bundle.js" [Client 192.168.65.1] [Length 838982] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:34:38 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/src_components_index_ts.chunk.js" [Client 192.168.65.1] [Length 34323] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:34:38 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/vendors-node_modules_mui_icons-material_AccessTime_js-node_modules_mui_icons-material_Comment-3599e2.chunk.js" [Client 192.168.65.1] [Length 107520] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:34:39 +0000] - 200 200 - GET http 127.0.0.1 "/assets/images/cool-background.svg" [Client 192.168.65.1] [Length 1633] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:34:42 +0000] - 200 200 - GET http localhost "/" [Client 192.168.65.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/static/js/bundle.js" [Client 192.168.65.1] [Length 838922] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/static/js/src_components_index_ts.chunk.js" [Client 192.168.65.1] [Length 34330] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/static/js/vendors-node_modules_mui_icons-material_AccessTime_js-node_modules_mui_icons-material_Comment-3599e2.chunk.js" [Client 192.168.65.1] [Length 107536] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/assets/images/cool-background.svg" [Client 192.168.65.1] [Length 1633] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/manifest.json" [Client 192.168.65.1] [Length 514] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:43 +0000] - 200 200 - GET http localhost "/favicon.ico" [Client 192.168.65.1] [Length 9305] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost/"
[19/Jul/2024:19:34:50 +0000] - 200 200 - GET http 127.0.0.1 "/manifest.json" [Client 192.168.65.1] [Length 514] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:34:50 +0000] - 200 200 - GET http 127.0.0.1 "/favicon.ico" [Client 192.168.65.1] [Length 9305] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://127.0.0.1/"
[19/Jul/2024:19:35:38 +0000] - 200 200 - GET http 192.168.31.100 "/static/js/main.b26752e5.js" [Client 192.168.65.1] [Length 923] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:38 +0000] - 200 200 - GET http 192.168.31.100 "/static/css/main.c52661a4.css" [Client 192.168.65.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:39 +0000] - 200 200 - GET http 192.168.31.100 "/favicon.ico" [Client 192.168.65.1] [Length 9310] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:42 +0000] - 200 200 - GET http 192.168.31.100 "/" [Client 192.168.65.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:35:43 +0000] - 200 200 - GET http 192.168.31.100 "/static/js/bundle.js" [Client 192.168.65.1] [Length 838922] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:43 +0000] - 200 200 - GET http 192.168.31.100 "/static/js/src_components_index_ts.chunk.js" [Client 192.168.65.1] [Length 34330] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:43 +0000] - 200 200 - GET http 192.168.31.100 "/static/js/vendors-node_modules_mui_icons-material_AccessTime_js-node_modules_mui_icons-material_Comment-3599e2.chunk.js" [Client 192.168.65.1] [Length 107519] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:43 +0000] - 200 200 - GET http 192.168.31.100 "/assets/images/cool-background.svg" [Client 192.168.65.1] [Length 1633] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:46 +0000] - 304 304 - GET http 192.168.31.100 "/" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:35:46 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/bundle.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:46 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/src_components_index_ts.chunk.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
